# AAPM TG43 Anisotropy Factors for Ir-192 source

# Metadata
DESCRIPTION=2D anisotropy function
SOURCE=Daskalov et al, <i>"Monte Carlo-aided dosimetry of a new high dose-rate brachytherapy source,"</i> Medical Physics, <b>25</b>, 2200-2208

X_TITLE=r (cm)
X_HEADERS=POLAR ANGLE \u03b8<br/>(\u00b0),r = 0.0 cm,r = 0.5 cm,r = 1.0 cm,r = 1.5 cm,r = 2.0 cm,r = 2.5 cm,r = 3.0 cm,r = 3.5 cm,r = 4.0 cm,r = 4.5 cm,r = 5.0 cm
X_FORMAT={:.2f}
X_VALUES=0,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5

Y_TITLE=Polar angle<br />(deg)
Y_HEADERS=
Y_FORMAT={:.0f}
Y_VALUES=0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180

# Table data
XY_FORMAT={:.3f}
XY_TYPE=NUMERIC
0.791, 0.667, 0.631, 0.633, 0.645, 0.654, 0.660, 0.668, 0.676, 0.686, 0.696
0.795, 0.671, 0.661, 0.674, 0.684, 0.692, 0.700, 0.708, 0.717, 0.726, 0.735
0.785, 0.727, 0.727, 0.737, 0.745, 0.752, 0.758, 0.764, 0.770, 0.776, 0.782
0.836, 0.786, 0.789, 0.797, 0.802, 0.807, 0.812, 0.817, 0.822, 0.826, 0.831
0.876, 0.836, 0.839, 0.844, 0.846, 0.849, 0.854, 0.859, 0.863, 0.867, 0.872
0.908, 0.874, 0.875, 0.879, 0.880, 0.881, 0.882, 0.884, 0.886, 0.962, 0.961
0.936, 0.904, 0.902, 0.905, 0.907, 0.907, 0.906, 0.906, 0.907, 0.909, 0.911
0.944, 0.926, 0.925, 0.926, 0.927, 0.928, 0.929, 0.930, 0.930, 0.929, 0.929
0.959, 0.943, 0.942, 0.945, 0.947, 0.948, 0.949, 0.949, 0.949, 0.948, 0.947
0.968, 0.956, 0.957, 0.959, 0.960, 0.962, 0.963, 0.964, 0.963, 0.962, 0.960
0.974, 0.969, 0.970, 0.970, 0.970, 0.971, 0.973, 0.974, 0.973, 0.971, 0.969
0.979, 0.976, 0.977, 0.977, 0.977, 0.978, 0.979, 0.979, 0.978, 0.976, 0.974
0.983, 0.984, 0.984, 0.984, 0.984, 0.985, 0.985, 0.984, 0.983, 0.981, 0.979
0.986, 0.989, 0.989, 0.989, 0.989, 0.989, 0.989, 0.988, 0.986, 0.984, 0.981
0.989, 0.994, 0.994, 0.994, 0.995, 0.994, 0.993, 0.991, 0.989, 0.987, 0.984
0.991, 0.998, 0.997, 0.997, 0.998, 0.998, 0.997, 0.995, 0.993, 0.990, 0.987
0.992, 0.999, 0.998, 0.998, 0.999, 0.999, 0.998, 0.997, 0.995, 0.994, 0.992
0.993, 1.000, 0.999, 0.999, 1.000, 1.000, 0.999, 0.998, 0.998, 0.998, 0.998
1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000
0.998, 0.998, 1.000, 1.000, 1.000, 1.000, 1.000, 1.000, 0.999, 0.999, 0.998
0.996, 0.996, 1.001, 1.001, 0.999, 0.999, 1.000, 1.000, 0.999, 0.998, 0.996
0.994, 0.994, 0.999, 1.000, 0.998, 0.998, 0.999, 0.999, 0.998, 0.995, 0.993
0.991, 0.991, 0.994, 0.995, 0.994, 0.994, 0.995, 0.995, 0.993, 0.991, 0.989
0.989, 0.989, 0.990, 0.991, 0.991, 0.991, 0.991, 0.990, 0.989, 0.987, 0.985
0.985, 0.984, 0.985, 0.986, 0.987, 0.987, 0.987, 0.987, 0.986, 0.984, 0.982
0.979, 0.977, 0.979, 0.980, 0.980, 0.981, 0.983, 0.984, 0.983, 0.982, 0.980
0.976, 0.968, 0.972, 0.973, 0.973, 0.972, 0.974, 0.977, 0.979, 0.979, 0.977
0.972, 0.956, 0.960, 0.961, 0.960, 0.963, 0.967, 0.970, 0.970, 0.969, 0.968
0.959, 0.943, 0.945, 0.946, 0.945, 0.948, 0.953, 0.956, 0.956, 0.954, 0.952
0.945, 0.925, 0.927, 0.928, 0.927, 0.931, 0.936, 0.939, 0.939, 0.938, 0.935
0.926, 0.902, 0.903, 0.905, 0.905, 0.909, 0.914, 0.914, 0.919, 0.919, 0.918
0.906, 0.872, 0.872, 0.875, 0.876, 0.880, 0.885, 0.888, 0.890, 0.891, 0.891
0.787, 0.830, 0.824, 0.834, 0.837, 0.841, 0.845, 0.848, 0.851, 0.853, 0.855
0.833, 0.779, 0.778, 0.785, 0.791, 0.796, 0.801, 0.805, 0.809, 0.813, 0.816
0.713, 0.710, 0.707, 0.715, 0.727, 0.736, 0.742, 0.749, 0.757, 0.766, 0.774
0.622, 0.623, 0.624, 0.636, 0.652, 0.664, 0.672, 0.680, 0.689, 0.698, 0.707
0.633, 0.609, 0.585, 0.588, 0.603, 0.614, 0.622, 0.631, 0.641, 0.651, 0.662
